source,direction,mcs_table,mcs_index,prb_count,sinr_db,tbler,tbs_bits,code_block_size_bits,code_block_count
ns-3-5g-lena,PDSCH,Table 1,0,10,-2.16,0.9903846,288,400,1
ns-3-5g-lena,PDSCH,Table 1,0,10,-1.425,0.5223029,288,400,1
ns-3-5g-lena,PDSCH,Table 1,0,10,-0.69,0.00649999999999995,288,400,1
ns-3-5g-lena,PDSCH,Table 1,0,10,0.045,0.0,288,400,1
ns-3-5g-lena,PDSCH,Table 1,0,100,-1.83,1.0,2792,2880,1
ns-3-5g-lena,PDSCH,Table 1,0,100,-1.2975,0.5567686,2792,2880,1
ns-3-5g-lena,PDSCH,Table 1,0,100,-0.765,0.0031999999999999806,2792,2880,1
ns-3-5g-lena,PDSCH,Table 1,0,100,-0.2325,9.999999999998899e-05,2792,2880,1
ns-3-5g-lena,PDSCH,Table 1,0,100,0.3,0.0,2792,2880,1
ns-3-5g-lena,PDSCH,Table 1,0,200,-1.83,1.0,5640,2880,2
ns-3-5g-lena,PDSCH,Table 1,0,200,-1.2975,0.80354592605404,5640,2880,2
ns-3-5g-lena,PDSCH,Table 1,0,200,-0.765,0.006389759999999911,5640,2880,2
ns-3-5g-lena,PDSCH,Table 1,0,200,-0.2325,0.00019998999999992773,5640,2880,2
ns-3-5g-lena,PDSCH,Table 1,0,200,0.3,0.0,5640,2880,2
ns-3-5g-lena,PDSCH,Table 1,1,10,-1.3225,0.9923077,368,520,1
ns-3-5g-lena,PDSCH,Table 1,1,10,-0.92307,0.8690878,368,520,1
ns-3-5g-lena,PDSCH,Table 1,1,10,-0.52364,0.4392241,368,520,1
ns-3-5g-lena,PDSCH,Table 1,1,10,-0.12421,0.06810000000000005,368,520,1
ns-3-5g-lena,PDSCH,Table 1,1,10,0.27522,0.0026000000000000467,368,520,1
ns-3-5g-lena,PDSCH,Table 1,1,10,0.67,0.0,368,520,1
ns-3-5g-lena,PDSCH,Table 1,1,100,-1.4,0.9038462,3752,3840,1
ns-3-5g-lena,PDSCH,Table 1,1,100,-0.3,0.5473404,3752,3840,1
ns-3-5g-lena,PDSCH,Table 1,1,100,0.8,0.12148740000000002,3752,3840,1
ns-3-5g-lena,PDSCH,Table 1,1,100,1.9,0.0042999999999999705,3752,3840,1
ns-3-5g-lena,PDSCH,Table 1,1,100,3.0,0.0,3752,3840,1
ns-3-5g-lena,PDSCH,Table 1,1,200,-1.4,0.99075444674556,7304,3840,2
ns-3-5g-lena,PDSCH,Table 1,1,200,-0.3,0.7950992865278399,7304,3840,2
ns-3-5g-lena,PDSCH,Table 1,1,200,0.8,0.22821561164124005,7304,3840,2
ns-3-5g-lena,PDSCH,Table 1,1,200,1.9,0.008581509999999959,7304,3840,2
ns-3-5g-lena,PDSCH,Table 1,1,200,3.0,0.0,7304,3840,2
ns-3-5g-lena,PDSCH,Table 1,2,10,-0.5899,0.9865385,456,600,1
ns-3-5g-lena,PDSCH,Table 1,2,10,-0.15397,0.7434211,456,600,1
ns-3-5g-lena,PDSCH,Table 1,2,10,0.28195,0.20360619999999996,456,600,1
ns-3-5g-lena,PDSCH,Table 1,2,10,0.71787,0.010399999999999965,456,600,1
ns-3-5g-lena,PDSCH,Table 1,2,10,1.1538,0.0,456,600,1
ns-3-5g-lena,PDSCH,Table 1,2,100,-0.47077,0.99984375,4488,2400,2
ns-3-5g-lena,PDSCH,Table 1,2,100,-0.1837,0.96062255859375,4488,2400,2
ns-3-5g-lena,PDSCH,Table 1,2,100,0.10338,0.4453946536451101,4488,2400,2
ns-3-5g-lena,PDSCH,Table 1,2,100,0.39045,0.028395509999999957,4488,2400,2
ns-3-5g-lena,PDSCH,Table 1,2,100,0.67753,0.000399959999999977,4488,2400,2
ns-3-5g-lena,PDSCH,Table 1,2,200,-0.7,1.0,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,2,200,-0.225,0.9992821450173022,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,2,200,0.09,0.6517855790402927,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,2,200,0.25,0.20082124800000012,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,2,200,0.41,0.024988912703999944,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,2,200,0.725,0.0008997300269999453,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,2,200,1.2,0.0005998800079999311,8976,3200,3
ns-3-5g-lena,PDSCH,Table 1,3,10,0.45644,0.9730769,608,720,1
ns-3-5g-lena,PDSCH,Table 1,3,10,0.86921,0.6666667,608,720,1
ns-3-5g-lena,PDSCH,Table 1,3,10,1.282,0.13963210000000004,608,720,1
ns-3-5g-lena,PDSCH,Table 1,3,10,1.6947,0.00550000000000006,608,720,1
ns-3-5g-lena,PDSCH,Table 1,3,10,2.1075,0.0,608,720,1
ns-3-5g-lena,PDSCH,Table 1,3,100,0.51455,1.0,5896,3200,2
ns-3-5g-lena,PDSCH,Table 1,3,100,0.91014,0.87696370431591,5896,3200,2
ns-3-5g-lena,PDSCH,Table 1,3,100,1.3057,0.049569990000000064,5896,3200,2
ns-3-5g-lena,PDSCH,Table 1,3,100,1.7013,0.0,5896,3200,2
ns-3-5g-lena,PDSCH,Table 1,3,200,0.51455,1.0,11784,3200,4
ns-3-5g-lena,PDSCH,Table 1,3,200,0.91014,0.9848620699443372,11784,3200,4
ns-3-5g-lena,PDSCH,Table 1,3,200,1.3057,0.09668279609139996,11784,3200,4
ns-3-5g-lena,PDSCH,Table 1,3,200,1.7013,0.0,11784,3200,4
ns-3-5g-lena,PDSCH,Table 1,4,10,1.2475,1.0,736,800,1
ns-3-5g-lena,PDSCH,Table 1,4,10,1.73,0.6107143,736,800,1
ns-3-5g-lena,PDSCH,Table 1,4,10,1.965,0.13367130000000005,736,800,1
ns-3-5g-lena,PDSCH,Table 1,4,10,2.2,0.005800000000000027,736,800,1
ns-3-5g-lena,PDSCH,Table 1,4,10,2.6825,0.0,736,800,1
ns-3-5g-lena,PDSCH,Table 1,4,100,1.2,1.0,7168,7744,1
ns-3-5g-lena,PDSCH,Table 1,4,100,1.55,0.9257246,7168,7744,1
ns-3-5g-lena,PDSCH,Table 1,4,100,1.725,0.5852535,7168,7744,1
ns-3-5g-lena,PDSCH,Table 1,4,100,1.9,0.1739583,7168,7744,1
ns-3-5g-lena,PDSCH,Table 1,4,100,2.25,0.00029999999999996696,7168,7744,1
ns-3-5g-lena,PDSCH,Table 1,4,100,2.775,0.0,7168,7744,1
ns-3-5g-lena,PDSCH,Table 1,4,200,1.2,1.0,14344,7744,2
ns-3-5g-lena,PDSCH,Table 1,4,200,1.55,0.99448316495484,14344,7744,2
ns-3-5g-lena,PDSCH,Table 1,4,200,1.725,0.82798534073775,14344,7744,2
ns-3-5g-lena,PDSCH,Table 1,4,200,1.9,0.31765510986111,14344,7744,2
ns-3-5g-lena,PDSCH,Table 1,4,200,2.25,0.0005999099999999258,14344,7744,2
ns-3-5g-lena,PDSCH,Table 1,4,200,2.775,0.0,14344,7744,2
ns-3-5g-lena,PDSCH,Table 1,5,10,1.66,1.0,888,960,1
ns-3-5g-lena,PDSCH,Table 1,5,10,2.07,0.9961538,888,960,1
ns-3-5g-lena,PDSCH,Table 1,5,10,2.48,0.7266949,888,960,1
ns-3-5g-lena,PDSCH,Table 1,5,10,2.89,0.04200000000000004,888,960,1
ns-3-5g-lena,PDSCH,Table 1,5,10,3.3,0.0,888,960,1
ns-3-5g-lena,PDSCH,Table 1,5,100,1.6,1.0,8968,4576,2
ns-3-5g-lena,PDSCH,Table 1,5,100,2.16,0.99981878801775,8968,4576,2
ns-3-5g-lena,PDSCH,Table 1,5,100,2.4325,0.93162073106751,8968,4576,2
ns-3-5g-lena,PDSCH,Table 1,5,100,2.71,0.30684950779644005,8968,4576,2
ns-3-5g-lena,PDSCH,Table 1,5,100,3.265,0.0,8968,4576,2
ns-3-5g-lena,PDSCH,Table 1,5,200,1.4,1.0,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,5,200,2.2,0.9999998888749217,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,5,200,2.73,0.44385931670049217,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,5,200,3.0,0.01046329287500014,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,5,200,3.27,0.0,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,6,10,2.5,1.0,1064,1120,1
ns-3-5g-lena,PDSCH,Table 1,6,10,2.9375,0.9836538,1064,1120,1
ns-3-5g-lena,PDSCH,Table 1,6,10,3.375,0.3882979,1064,1120,1
ns-3-5g-lena,PDSCH,Table 1,6,10,3.8125,0.0036000000000000476,1064,1120,1
ns-3-5g-lena,PDSCH,Table 1,6,10,4.25,0.0,1064,1120,1
ns-3-5g-lena,PDSCH,Table 1,6,100,2.1,1.0,10504,5632,2
ns-3-5g-lena,PDSCH,Table 1,6,100,3.0,0.998001194736,10504,5632,2
ns-3-5g-lena,PDSCH,Table 1,6,100,3.3,0.6613300074470398,10504,5632,2
ns-3-5g-lena,PDSCH,Table 1,6,100,3.6,0.03822751000000002,10504,5632,2
ns-3-5g-lena,PDSCH,Table 1,6,100,3.9,0.0,10504,5632,2
ns-3-5g-lena,PDSCH,Table 1,6,200,2.88,0.9999999991111104,21000,7040,3
ns-3-5g-lena,PDSCH,Table 1,6,200,3.2175,0.978584783053049,21000,7040,3
ns-3-5g-lena,PDSCH,Table 1,6,200,3.555,0.16410311200000016,21000,7040,3
ns-3-5g-lena,PDSCH,Table 1,6,200,3.8925,0.0,21000,7040,3
ns-3-5g-lena,PDSCH,Table 1,7,10,3.21,1.0,1256,1280,1
ns-3-5g-lena,PDSCH,Table 1,7,10,3.67,0.9498175,1256,1280,1
ns-3-5g-lena,PDSCH,Table 1,7,10,3.905,0.59375,1256,1280,1
ns-3-5g-lena,PDSCH,Table 1,7,10,4.14,0.1341561,1256,1280,1
ns-3-5g-lena,PDSCH,Table 1,7,10,4.6,0.0,1256,1280,1
ns-3-5g-lena,PDSCH,Table 1,7,100,3.2176,1.0,12296,6336,2
ns-3-5g-lena,PDSCH,Table 1,7,100,3.6,0.99959227102071,12296,6336,2
ns-3-5g-lena,PDSCH,Table 1,7,100,3.7972,0.93010966632316,12296,6336,2
ns-3-5g-lena,PDSCH,Table 1,7,100,3.99,0.41262368253696,12296,6336,2
ns-3-5g-lena,PDSCH,Table 1,7,100,4.3769,0.0005999099999999258,12296,6336,2
ns-3-5g-lena,PDSCH,Table 1,7,100,4.9565,0.0,12296,6336,2
ns-3-5g-lena,PDSCH,Table 1,7,200,3.21,1.0,24576,8448,3
ns-3-5g-lena,PDSCH,Table 1,7,200,3.67,0.9998736262479841,24576,8448,3
ns-3-5g-lena,PDSCH,Table 1,7,200,3.905,0.932952880859375,24576,8448,3
ns-3-5g-lena,PDSCH,Table 1,7,200,4.14,0.3508892450925921,24576,8448,3
ns-3-5g-lena,PDSCH,Table 1,7,200,4.6,0.0,24576,8448,3
ns-3-5g-lena,PDSCH,Table 1,8,10,4.4,0.9546296,1416,1440,1
ns-3-5g-lena,PDSCH,Table 1,8,10,4.675,0.5407839,1416,1440,1
ns-3-5g-lena,PDSCH,Table 1,8,10,4.95,0.0756,1416,1440,1
ns-3-5g-lena,PDSCH,Table 1,8,10,5.225,0.0018000000000000238,1416,1440,1
ns-3-5g-lena,PDSCH,Table 1,8,10,5.5,0.0,1416,1440,1
ns-3-5g-lena,PDSCH,Table 1,8,100,4.2,1.0,14088,7744,2
ns-3-5g-lena,PDSCH,Table 1,8,100,4.6,0.950466601279,14088,7744,2
ns-3-5g-lena,PDSCH,Table 1,8,100,5.0,0.04175479000000004,14088,7744,2
ns-3-5g-lena,PDSCH,Table 1,8,100,5.4,0.0,14088,7744,2
ns-3-5g-lena,PDSCH,Table 1,8,200,4.2,1.0,28168,7744,4
ns-3-5g-lena,PDSCH,Table 1,8,200,4.6,0.9975464424111464,28168,7744,4
ns-3-5g-lena,PDSCH,Table 1,8,200,5.0,0.08176611751205598,28168,7744,4
ns-3-5g-lena,PDSCH,Table 1,8,200,5.4,0.0,28168,7744,4
ns-3-5g-lena,PDSCH,Table 1,9,10,4.5,1.0,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,9,10,4.9,0.9990385,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,9,10,5.3,0.8559603,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,9,10,5.7,0.11851420000000001,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,9,10,6.1,0.0007000000000000339,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,9,100,4.5,1.0,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,9,100,4.9,0.99999907551775,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,9,100,5.3,0.97925256482391,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,9,100,5.7,0.22298278439836006,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,9,100,6.1,0.0013995100000000482,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,9,200,4.5,1.0,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,9,200,4.9,0.9999999999991454,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,9,200,5.3,0.999569543933614,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,9,200,5.7,0.3962442466586745,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,9,200,6.1,0.0027970613717600568,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,10,10,5.4275,1.0,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,10,10,6.08,0.7362717,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,10,10,6.4076,0.08079999999999998,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,10,10,6.73,0.00039999999999995595,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,10,10,7.3877,0.0,1608,1760,1
ns-3-5g-lena,PDSCH,Table 1,10,100,5.4275,1.0,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,10,100,6.08,0.93044738377911,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,10,100,6.4076,0.15507136,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,10,100,6.73,0.0007998399999998851,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,10,100,7.3877,0.0,15880,8448,2
ns-3-5g-lena,PDSCH,Table 1,10,200,5.4275,1.0,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,10,200,6.08,0.9951624335768295,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,10,200,6.4076,0.28609559330775036,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,10,200,6.73,0.0015990402559742378,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,10,200,7.3877,0.0,31752,8448,4
ns-3-5g-lena,PDSCH,Table 1,11,10,6.1395,1.0,1800,1920,1
ns-3-5g-lena,PDSCH,Table 1,11,10,6.4796,0.9770992,1800,1920,1
ns-3-5g-lena,PDSCH,Table 1,11,10,6.8196,0.48745170000000004,1800,1920,1
ns-3-5g-lena,PDSCH,Table 1,11,10,7.1597,0.014100000000000001,1800,1920,1
ns-3-5g-lena,PDSCH,Table 1,11,10,7.4998,0.0,1800,1920,1
ns-3-5g-lena,PDSCH,Table 1,11,100,6.0081,1.0,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,11,100,6.4469,0.9999588831478436,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,11,100,6.74,0.7584735820486703,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,11,100,6.8857,0.22029587833600006,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,11,100,7.03,0.02203612522399989,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,11,100,7.3245,0.0,17928,6336,3
ns-3-5g-lena,PDSCH,Table 1,11,200,6.3,1.0,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,11,200,6.7062,0.9975477900437506,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,11,200,7.1125,0.009463968524864308,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,11,200,7.5187,0.0,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,12,10,7.0361,0.9990385,2088,2240,1
ns-3-5g-lena,PDSCH,Table 1,12,10,7.3634,0.9001736,2088,2240,1
ns-3-5g-lena,PDSCH,Table 1,12,10,7.6906,0.23054030000000003,2088,2240,1
ns-3-5g-lena,PDSCH,Table 1,12,10,8.0179,0.0020999999999999908,2088,2240,1
ns-3-5g-lena,PDSCH,Table 1,12,10,8.3451,0.0,2088,2240,1
ns-3-5g-lena,PDSCH,Table 1,12,100,7.0,1.0,20496,7040,3
ns-3-5g-lena,PDSCH,Table 1,12,100,7.37,0.9999770716698558,20496,7040,3
ns-3-5g-lena,PDSCH,Table 1,12,100,7.55,0.9745992238445332,20496,7040,3
ns-3-5g-lena,PDSCH,Table 1,12,100,7.73,0.45742860833391286,20496,7040,3
ns-3-5g-lena,PDSCH,Table 1,12,100,8.1,0.0005998800079999311,20496,7040,3
ns-3-5g-lena,PDSCH,Table 1,12,100,8.65,0.0,20496,7040,3
ns-3-5g-lena,PDSCH,Table 1,12,200,7.0361,0.9999999999999992,40976,8448,5
ns-3-5g-lena,PDSCH,Table 1,12,200,7.3634,0.9999900864991531,40976,8448,5
ns-3-5g-lena,PDSCH,Table 1,12,200,7.6906,0.7302699119076421,40976,8448,5
ns-3-5g-lena,PDSCH,Table 1,12,200,8.0179,0.010455992512800272,40976,8448,5
ns-3-5g-lena,PDSCH,Table 1,12,200,8.3451,0.0,40976,8448,5
ns-3-5g-lena,PDSCH,Table 1,13,10,7.5,1.0,2280,2400,1
ns-3-5g-lena,PDSCH,Table 1,13,10,7.875,0.9971154,2280,2400,1
ns-3-5g-lena,PDSCH,Table 1,13,10,8.25,0.580518,2280,2400,1
ns-3-5g-lena,PDSCH,Table 1,13,10,8.625,0.02100000000000002,2280,2400,1
ns-3-5g-lena,PDSCH,Table 1,13,10,9.0,9.999999999998899e-05,2280,2400,1
ns-3-5g-lena,PDSCH,Table 1,13,100,7.98,0.9999999928877731,23040,7744,3
ns-3-5g-lena,PDSCH,Table 1,13,100,8.42,0.7511034714183781,23040,7744,3
ns-3-5g-lena,PDSCH,Table 1,13,100,8.635,0.055635121269000054,23040,7744,3
ns-3-5g-lena,PDSCH,Table 1,13,100,8.85,0.00029997000100001614,23040,7744,3
ns-3-5g-lena,PDSCH,Table 1,13,100,9.29,0.0,23040,7744,3
ns-3-5g-lena,PDSCH,Table 1,13,200,7.98,1.0,46104,7744,6
ns-3-5g-lena,PDSCH,Table 1,13,200,8.42,0.9380505180600178,46104,7744,6
ns-3-5g-lena,PDSCH,Table 1,13,200,8.635,0.10817497581938385,46104,7744,6
ns-3-5g-lena,PDSCH,Table 1,13,200,8.85,0.0005998500199984047,46104,7744,6
ns-3-5g-lena,PDSCH,Table 1,13,200,9.29,0.0,46104,7744,6
ns-3-5g-lena,PDSCH,Table 1,14,10,8.075,1.0,2600,2880,1
ns-3-5g-lena,PDSCH,Table 1,14,10,8.66,0.9990385,2600,2880,1
ns-3-5g-lena,PDSCH,Table 1,14,10,8.95,0.8827055,2600,2880,1
ns-3-5g-lena,PDSCH,Table 1,14,10,9.24,0.3225703,2600,2880,1
ns-3-5g-lena,PDSCH,Table 1,14,10,9.825,9.999999999998899e-05,2600,2880,1
ns-3-5g-lena,PDSCH,Table 1,14,10,10.7,0.0,2600,2880,1
ns-3-5g-lena,PDSCH,Table 1,14,100,8.7365,0.9999999999991454,26120,7040,4
ns-3-5g-lena,PDSCH,Table 1,14,100,9.08,0.9956222051603965,26120,7040,4
ns-3-5g-lena,PDSCH,Table 1,14,100,9.43,0.1274156220549374,26120,7040,4
ns-3-5g-lena,PDSCH,Table 1,14,100,9.7787,0.00039994000399989904,26120,7040,4
ns-3-5g-lena,PDSCH,Table 1,14,100,10.8209,0.0,26120,7040,4
ns-3-5g-lena,PDSCH,Table 1,14,200,8.7365,1.0,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,14,200,9.06,0.9999999496253802,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,14,200,9.28,0.9542274516076786,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,14,200,9.39,0.5838421077986117,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,14,200,9.5,0.14236129046337476,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,14,200,9.7169,0.0006997900349964281,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,14,200,10.6972,0.0,52224,7744,7
ns-3-5g-lena,PDSCH,Table 1,15,10,8.5901,1.0,2976,3200,1
ns-3-5g-lena,PDSCH,Table 1,15,10,9.77,0.9790076,2976,3200,1
ns-3-5g-lena,PDSCH,Table 1,15,10,10.16,0.5559211,2976,3200,1
ns-3-5g-lena,PDSCH,Table 1,15,10,10.357,0.18493399999999993,2976,3200,1
ns-3-5g-lena,PDSCH,Table 1,15,10,10.56,0.023499999999999965,2976,3200,1
ns-3-5g-lena,PDSCH,Table 1,15,10,10.95,0.0,2976,3200,1
ns-3-5g-lena,PDSCH,Table 1,15,100,9.2091,1.0,28680,7744,4
ns-3-5g-lena,PDSCH,Table 1,15,100,9.87,0.9999999755859375,28680,7744,4
ns-3-5g-lena,PDSCH,Table 1,15,100,10.2022,0.8940515870118563,28680,7744,4
ns-3-5g-lena,PDSCH,Table 1,15,100,10.53,0.023784862704000043,28680,7744,4
ns-3-5g-lena,PDSCH,Table 1,15,100,11.1953,0.0,28680,7744,4
ns-3-5g-lena,PDSCH,Table 1,15,200,8.5901,1.0,57376,8448,7
ns-3-5g-lena,PDSCH,Table 1,15,200,9.77,0.9999999999982034,57376,8448,7
ns-3-5g-lena,PDSCH,Table 1,15,200,10.16,0.9965941856583826,57376,8448,7
ns-3-5g-lena,PDSCH,Table 1,15,200,10.357,0.7610266673090872,57376,8448,7
ns-3-5g-lena,PDSCH,Table 1,15,200,10.56,0.1533464506554545,57376,8448,7
ns-3-5g-lena,PDSCH,Table 1,15,200,10.95,0.0,57376,8448,7
ns-3-5g-lena,PDSCH,Table 1,16,10,10.3,0.976145,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,16,10,10.6825,0.5619469,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,16,10,11.065,0.03500000000000003,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,16,10,11.4475,0.00019999999999997797,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,16,10,11.83,0.0,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,16,100,10.1725,1.0,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,16,100,10.7,0.9945819536498371,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,16,100,10.9682,0.3813355861268468,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,16,100,11.23,0.0063846563774465626,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,16,100,11.7638,0.0,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,16,200,10.1725,1.0,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,16,200,10.7,0.9999706447737475,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,16,200,10.9682,0.6172543430069879,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,16,200,11.23,0.012728548917835147,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,16,200,11.7638,0.0,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,17,10,11.0,0.9942308,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,17,10,11.375,0.7226124,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,17,10,11.75,0.07889999999999997,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,17,10,12.125,0.0004999999999999449,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,17,10,12.5,0.0,3104,3200,1
ns-3-5g-lena,PDSCH,Table 1,17,100,10.8279,1.0,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,17,100,11.38,0.9999220194155904,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,17,100,11.6626,0.6521277611145118,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,17,100,11.94,0.019062201837158455,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,17,100,12.4973,0.0,30728,7744,4
ns-3-5g-lena,PDSCH,Table 1,17,200,10.8279,1.0,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,17,200,11.38,0.9999999939190285,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,17,200,11.6626,0.8789849054127978,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,17,200,11.94,0.037761036135436465,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,17,200,12.4973,0.0,61480,7744,8
ns-3-5g-lena,PDSCH,Table 1,18,10,10.4255,1.0,3368,3520,1
ns-3-5g-lena,PDSCH,Table 1,18,10,11.46,0.9961538,3368,3520,1
ns-3-5g-lena,PDSCH,Table 1,18,10,11.9846,0.5806818,3368,3520,1
ns-3-5g-lena,PDSCH,Table 1,18,10,12.5,0.006000000000000005,3368,3520,1
ns-3-5g-lena,PDSCH,Table 1,18,10,13.5437,0.0,3368,3520,1
ns-3-5g-lena,PDSCH,Table 1,18,100,10.4255,1.0,32776,8448,4
ns-3-5g-lena,PDSCH,Table 1,18,100,11.46,0.9999999997811596,32776,8448,4
ns-3-5g-lena,PDSCH,Table 1,18,100,11.9846,0.9690846013272832,32776,8448,4
ns-3-5g-lena,PDSCH,Table 1,18,100,12.5,0.023784862704000043,32776,8448,4
ns-3-5g-lena,PDSCH,Table 1,18,100,13.5437,0.0,32776,8448,4
ns-3-5g-lena,PDSCH,Table 1,18,200,10.4255,1.0,65576,8448,8
ns-3-5g-lena,PDSCH,Table 1,18,200,11.46,1.0,65576,8448,8
ns-3-5g-lena,PDSCH,Table 1,18,200,11.9846,0.999044238124907,65576,8448,8
ns-3-5g-lena,PDSCH,Table 1,18,200,12.5,0.047004005714151864,65576,8448,8
ns-3-5g-lena,PDSCH,Table 1,18,200,13.5437,0.0,65576,8448,8
ns-3-5g-lena,PDSCH,Table 1,19,10,12.1365,1.0,3624,3840,1
ns-3-5g-lena,PDSCH,Table 1,19,10,12.85,0.7626488,3624,3840,1
ns-3-5g-lena,PDSCH,Table 1,19,10,13.2112,0.13776070000000007,3624,3840,1
ns-3-5g-lena,PDSCH,Table 1,19,10,13.57,0.0011999999999999789,3624,3840,1
ns-3-5g-lena,PDSCH,Table 1,19,10,14.2859,0.0,3624,3840,1
ns-3-5g-lena,PDSCH,Table 1,19,100,12.58,0.9999999999514673,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,19,100,12.8942,0.9975425105980007,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,19,100,13.2112,0.22377245524998435,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,19,100,13.5282,0.0009996000799918914,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,19,100,13.8451,0.0,35856,7744,5
ns-3-5g-lena,PDSCH,Table 1,19,200,12.1365,1.0,71688,8448,9
ns-3-5g-lena,PDSCH,Table 1,19,200,12.85,0.9999976093120866,71688,8448,9
ns-3-5g-lena,PDSCH,Table 1,19,200,13.2112,0.7365790430762909,71688,8448,9
ns-3-5g-lena,PDSCH,Table 1,19,200,13.57,0.010748304891039506,71688,8448,9
ns-3-5g-lena,PDSCH,Table 1,19,200,14.2859,0.0,71688,8448,9
ns-3-5g-lena,PDSCH,Table 1,20,10,12.6707,1.0,3968,4224,1
ns-3-5g-lena,PDSCH,Table 1,20,10,13.35,0.9990385,3968,4224,1
