source,direction,mcs_table,mcs_index,prb_count,tbs_bits,code_block_size_bits,code_block_count,sinr_db_at_tbler_10pct,fit_method
sionna,PDSCH,Table 4,16,10,6656,7040,1,19.969673247003275,linear
sionna,PDSCH,Table 4,16,100,67584,7744,9,20.10511160571475,linear
sionna,PDSCH,Table 4,16,200,135296,8448,17,20.10526284363966,linear
sionna,PDSCH,Table 4,17,10,7040,7744,1,20.149213238271034,linear
sionna,PDSCH,Table 4,17,100,71688,8448,9,21.183576518480407,linear
sionna,PDSCH,Table 4,17,200,143400,8448,18,21.467990319741705,linear
sionna,PDSCH,Table 4,18,10,7424,7744,1,21.678804315899352,linear
sionna,PDSCH,Table 4,18,100,73776,8448,9,21.714403788046205,linear
sionna,PDSCH,Table 4,18,200,147576,8448,18,21.745238569334013,linear
sionna,PDSCH,Table 4,19,10,7808,8448,1,23.01134573368789,linear
sionna,PDSCH,Table 4,19,100,77896,8448,10,23.26193396816107,linear
sionna,PDSCH,Table 4,19,200,155776,8448,19,23.263142693654057,linear
sionna,PDSCH,Table 4,20,10,8192,8448,1,23.311146580152002,linear
sionna,PDSCH,Table 4,20,100,83976,8448,10,24.441277851634545,linear
sionna,PDSCH,Table 4,20,200,167976,8448,20,24.67466981162465,linear
sionna,PDSCH,Table 4,21,10,8456,4576,2,24.836374705116693,linear
sionna,PDSCH,Table 4,21,100,86040,8448,11,24.84210526160095,linear
sionna,PDSCH,Table 4,21,200,172176,8448,21,24.842105263157894,linear
sionna,PDSCH,Table 4,22,10,8968,4576,2,,out_of_range
sionna,PDSCH,Table 4,22,100,88064,8448,11,,out_of_range
sionna,PDSCH,Table 4,22,200,176208,8448,21,,out_of_range
sionna,PDSCH,Table 4,23,10,9480,4928,2,,out_of_range
sionna,PDSCH,Table 4,23,100,94248,8448,12,,out_of_range
sionna,PDSCH,Table 4,23,200,188576,8448,23,,out_of_range
sionna,PDSCH,Table 4,24,10,9992,5280,2,,out_of_range
sionna,PDSCH,Table 4,24,100,100392,8448,12,,out_of_range
sionna,PDSCH,Table 4,24,200,200808,8448,24,,out_of_range
sionna,PDSCH,Table 4,25,10,10504,5632,2,,out_of_range
sionna,PDSCH,Table 4,25,100,106576,8448,13,,out_of_range
sionna,PDSCH,Table 4,25,200,213176,8448,26,,out_of_range
sionna,PDSCH,Table 4,26,10,11016,5632,2,,out_of_range
sionna,PDSCH,Table 4,26,100,110632,8448,14,,out_of_range
sionna,PDSCH,Table 4,26,200,221376,8448,27,,out_of_range
sionna,PUSCH,Table 1,3,10,608,720,1,-1.6579993940486266,linear
sionna,PUSCH,Table 1,3,100,5896,3200,2,-1.607788036984418,linear
sionna,PUSCH,Table 1,3,200,11784,3200,4,-1.6071451714589327,linear
sionna,PUSCH,Table 1,4,10,736,800,1,-1.5179136891623133,linear
sionna,PUSCH,Table 1,4,100,7168,7744,1,-1.597983813039811,linear
sionna,PUSCH,Table 1,4,200,14344,7744,2,-1.5887725719036832,linear
sionna,PUSCH,Table 1,5,10,888,960,1,0.17770006909348357,linear
sionna,PUSCH,Table 1,5,100,8968,4576,2,0.17857142857142905,linear
sionna,PUSCH,Table 1,5,200,17928,6336,3,0.17857142857142905,linear
sionna,PUSCH,Table 1,6,10,1064,1120,1,1.355331567320509,linear
sionna,PUSCH,Table 1,6,100,10504,5632,2,1.6735496371052787,linear
sionna,PUSCH,Table 1,6,200,21000,7040,3,1.7943582764363093,linear
sionna,PUSCH,Table 1,7,10,1256,1280,1,1.9644573902705922,linear
sionna,PUSCH,Table 1,7,100,12296,6336,2,1.9642857142857146,linear
sionna,PUSCH,Table 1,7,200,24576,8448,3,1.9642857142857146,linear
sionna,PUSCH,Table 1,8,10,1416,1440,1,3.48867642648631,linear
sionna,PUSCH,Table 1,8,100,14088,7744,2,3.6636873373226257,linear
sionna,PUSCH,Table 1,8,200,28168,7744,4,3.7287871736991507,linear
sionna,PUSCH,Table 1,9,10,1608,1760,1,3.7503718451684636,linear
sionna,PUSCH,Table 1,9,100,15880,8448,2,3.75,linear
sionna,PUSCH,Table 1,9,200,31752,8448,4,3.75,linear
sionna,PUSCH,Table 1,10,10,1608,1760,1,3.757773128926951,linear
sionna,PUSCH,Table 1,10,100,15880,8448,2,3.757526331636227,linear
sionna,PUSCH,Table 1,10,200,31752,8448,4,3.7650879094658123,linear
sionna,PUSCH,Table 1,11,10,1800,1920,1,5.344897072131416,linear
sionna,PUSCH,Table 1,11,100,17928,6336,3,5.507894747921512,linear
sionna,PUSCH,Table 1,11,200,35856,7744,5,5.52915415486332,linear
sionna,PUSCH,Table 1,12,10,2088,2240,1,5.536250178625232,linear
sionna,PUSCH,Table 1,12,100,20496,7040,3,5.537322500578301,linear
sionna,PUSCH,Table 1,12,200,40976,8448,5,5.538395537770264,linear
sionna,PUSCH,Table 1,13,10,2280,2400,1,7.215424017131617,linear
sionna,PUSCH,Table 1,13,100,23040,7744,3,7.311695745122668,linear
sionna,PUSCH,Table 1,13,200,46104,7744,6,7.320950237233102,linear
sionna,PUSCH,Table 1,14,10,2600,2880,1,7.323574289505884,linear
sionna,PUSCH,Table 1,14,100,26120,7040,4,7.33002864770479,linear
sionna,PUSCH,Table 1,14,200,52224,7744,7,7.336508892335998,linear
sionna,PUSCH,Table 1,15,10,2976,3200,1,9.081243184668756,linear
sionna,PUSCH,Table 1,15,100,28680,7744,4,9.107096876701986,linear
sionna,PUSCH,Table 1,15,200,57376,8448,7,9.107142763720988,linear
sionna,PUSCH,Table 1,16,10,3104,3200,1,9.107678750053804,linear
sionna,PUSCH,Table 1,16,100,30728,7744,4,9.109287501168183,linear
sionna,PUSCH,Table 1,16,200,61480,7744,8,9.111435007103372,linear
sionna,PUSCH,Table 1,17,10,3104,3200,1,10.813563690849477,linear
sionna,PUSCH,Table 1,17,100,30728,7744,4,10.89124615257682,linear
sionna,PUSCH,Table 1,17,200,61480,7744,8,10.892842866818778,linear
sionna,PUSCH,Table 1,18,10,3368,3520,1,10.903100589621278,linear
sionna,PUSCH,Table 1,18,100,32776,8448,4,10.93422432904,linear
sionna,PUSCH,Table 1,18,200,65576,8448,8,10.976656289324971,linear
sionna,PUSCH,Table 1,19,10,3624,3840,1,12.660189082017846,linear
sionna,PUSCH,Table 1,19,100,35856,7744,5,12.678570163840185,linear
sionna,PUSCH,Table 1,19,200,71688,8448,9,12.678571428475458,linear
sionna,PUSCH,Table 1,20,10,3968,4224,1,12.72260274082143,linear
sionna,PUSCH,Table 1,20,100,39936,8448,5,13.23021288098185,linear
sionna,PUSCH,Table 1,20,200,79896,8448,10,13.888880144618836,linear
sionna,PUSCH,Table 1,21,10,4352,4576,1,14.45716761129627,linear
sionna,PUSCH,Table 1,21,100,43032,7744,6,14.464285713719118,linear
sionna,PUSCH,Table 1,21,200,86040,8448,11,14.464285714285714,linear
sionna,PUSCH,Table 1,22,10,4608,4928,1,14.567475803004843,linear
sionna,PUSCH,Table 1,22,100,47112,8448,6,15.855486373383144,linear
sionna,PUSCH,Table 1,22,200,94248,8448,12,16.089147154173443,linear
sionna,PUSCH,Table 1,23,10,4992,5280,1,16.248196249933816,linear
sionna,PUSCH,Table 1,23,100,50184,8448,6,16.249999999999822,linear
sionna,PUSCH,Table 1,23,200,100392,8448,12,16.25,linear
sionna,PUSCH,Table 1,24,10,5376,5632,1,17.04715217238621,linear
sionna,PUSCH,Table 1,24,100,54296,8448,7,17.95445462719951,linear
sionna,PUSCH,Table 1,24,200,108552,8448,13,18.01240195250899,linear
sionna,PUSCH,Table 1,25,10,5760,6336,1,18.037565076439613,linear
sionna,PUSCH,Table 1,25,100,57376,8448,7,18.050794606621714,linear
sionna,PUSCH,Table 1,25,200,114776,8448,14,18.06601643086698,linear
sionna,PUSCH,Table 1,26,10,6144,6336,1,19.27042799872823,linear
sionna,PUSCH,Table 1,26,100,61480,7744,8,19.800290255307456,linear
sionna,PUSCH,Table 1,26,200,122976,8448,15,19.818739756369308,linear
sionna,PUSCH,Table 1,27,10,6400,7040,1,19.826763535619047,linear
sionna,PUSCH,Table 1,27,100,63528,8448,8,19.869358888275762,linear
sionna,PUSCH,Table 1,27,200,127080,8448,16,19.918718645737314,linear
sionna,PUSCH,Table 2,9,10,2976,3200,1,-1.6205837158811591,linear
sionna,PUSCH,Table 2,9,100,28680,7744,4,-1.6071471447440497,linear
sionna,PUSCH,Table 2,9,200,57376,8448,7,-1.6071428586134684,linear
sionna,PUSCH,Table 2,10,10,3104,3200,1,-1.601228313497204,linear
sionna,PUSCH,Table 2,10,100,30728,7744,4,-1.5833537630299712,linear
sionna,PUSCH,Table 2,10,200,61480,7744,8,-1.5592125402956645,linear
sionna,PUSCH,Table 2,11,10,3368,3520,1,0.17857142857142905,linear
sionna,PUSCH,Table 2,11,100,32776,8448,4,0.17857142857142905,linear
sionna,PUSCH,Table 2,11,200,65576,8448,8,0.17857142857142905,linear
sionna,PUSCH,Table 2,12,10,3624,3840,1,1.257086168952749,linear
sionna,PUSCH,Table 2,12,100,35856,7744,5,1.8785354556826315,linear
sionna,PUSCH,Table 2,12,200,71688,8448,9,1.9371720963177306,linear
sionna,PUSCH,Table 2,13,10,3968,4224,1,1.9642857142857146,linear
sionna,PUSCH,Table 2,13,100,39936,8448,5,1.9642857142857146,linear
sionna,PUSCH,Table 2,13,200,79896,8448,10,1.9642857142857146,linear
sionna,PUSCH,Table 2,14,10,4352,4576,1,3.47955234586206,linear
sionna,PUSCH,Table 2,14,100,43032,7744,6,3.741047004575856,linear
sionna,PUSCH,Table 2,14,200,86040,8448,11,3.7493216383616295,linear
sionna,PUSCH,Table 2,15,10,4608,4928,1,3.75,linear
sionna,PUSCH,Table 2,15,100,47112,8448,6,3.75,linear
sionna,PUSCH,Table 2,15,200,94248,8448,12,3.75,linear
sionna,PUSCH,Table 2,16,10,4992,5280,1,5.343665758607553,linear
sionna,PUSCH,Table 2,16,100,50184,8448,6,5.532188992763532,linear
sionna,PUSCH,Table 2,16,200,100392,8448,12,5.535647334116849,linear
sionna,PUSCH,Table 2,17,10,5376,5632,1,5.5367864290364475,linear
sionna,PUSCH,Table 2,17,100,54296,8448,7,5.543234325700295,linear
sionna,PUSCH,Table 2,17,200,108552,8448,13,5.549708074238038,linear
sionna,PUSCH,Table 2,18,10,5760,6336,1,7.216052506034124,linear
sionna,PUSCH,Table 2,18,100,57376,8448,7,7.321255286506524,linear
sionna,PUSCH,Table 2,18,200,114776,8448,14,7.3214284035993735,linear
sionna,PUSCH,Table 2,19,10,6144,6336,1,7.324649298750478,linear
sionna,PUSCH,Table 2,19,100,61480,7744,8,7.347375838341621,linear
sionna,PUSCH,Table 2,19,200,122976,8448,15,7.370423110223763,linear
sionna,PUSCH,Table 2,20,10,6400,7040,1,9.080852226914834,linear
sionna,PUSCH,Table 2,20,100,63528,8448,8,9.107142844004905,linear
sionna,PUSCH,Table 2,20,200,127080,8448,16,9.107142857142858,linear
sionna,PUSCH,Table 2,21,10,6656,7040,1,9.107142857142858,linear
sionna,PUSCH,Table 2,21,100,67584,7744,9,9.107142857142858,linear
sionna,PUSCH,Table 2,21,200,135296,8448,17,9.107142857142858,linear
sionna,PUSCH,Table 2,22,10,7040,7744,1,9.249429812478562,linear
sionna,PUSCH,Table 2,22,100,71688,8448,9,10.737001144963154,linear
sionna,PUSCH,Table 2,22,200,143400,8448,18,10.843312143225004,linear
sionna,PUSCH,Table 2,23,10,7424,7744,1,10.89255902723446,linear
sionna,PUSCH,Table 2,23,100,73776,8448,9,10.892857142857144,linear
sionna,PUSCH,Table 2,23,200,147576,8448,18,10.892857142857144,linear
sionna,PUSCH,Table 2,24,10,7808,8448,1,12.659096904897389,linear
sionna,PUSCH,Table 2,24,100,77896,8448,10,12.678571428556335,linear
sionna,PUSCH,Table 2,24,200,155776,8448,19,12.678571428571429,linear
sionna,PUSCH,Table 2,25,10,8192,8448,1,12.71304538110996,linear
sionna,PUSCH,Table 2,25,100,83976,8448,10,13.709035524345065,linear
sionna,PUSCH,Table 2,25,200,167976,8448,20,14.126583760732949,linear
sionna,PUSCH,Table 2,26,10,8456,4576,2,14.464174037557909,linear
sionna,PUSCH,Table 2,26,100,86040,8448,11,14.464285714285714,linear
sionna,PUSCH,Table 2,26,200,172176,8448,21,14.464285714285714,linear
sionna,PUSCH,Table 2,27,10,8968,4576,2,16.251040382446554,linear
sionna,PUSCH,Table 2,27,100,88064,8448,11,16.25590465983747,linear
sionna,PUSCH,Table 2,27,200,176208,8448,21,16.261291355506476,linear
